text1	text2	label
宫颈中分化腺癌IIB期术后2程化疗后	肺恶性肿瘤	0
巧囊术后	管状腺瘤	0
右肱骨外科颈骨折伴大结节撕脱	肱骨外科颈骨折	1
肝囊肿(术后)	气管支气管炎	0
乳腺癌肝转移	高血压	0
右髋股撞击症右盂唇撕裂	髋部损伤	1
家族性渗出性玻璃体视网膜病变	家族性渗出性玻璃体视网膜病变	1
卵巢浆液性乳头状腺癌	冠状动脉粥样硬化性心脏病	0
右卵巢腺癌	卵巢恶性肿瘤	1
"""右肺腺癌IV期疼痛,特发性肺间质纤维化,2型糖尿病 高血压病 甲状腺结节 胆囊结石伴胆囊炎,便秘"""	乳房佩吉特病	0
癫痫脑梗死	"""下肢未特指的损伤,水平未特指"""	0
腰椎oa心脏病	未特指的心脏病	1
前列腺ca术后多发骨转移	癌	1
右肺鳞癌维持性化学治疗	黑色素瘤	0
下颌骨多发骨折	面骨多发性骨折	1
急性脑梗死右侧额叶顶叶颞叶梗死	多发性脑梗死	1
晚孕单肾	癌	0
左腰部纤维脂肪瘤术后复发	纤维脂肪瘤	1
右股骨骨折术后	三角骨骨折	0
双眼高眼压左眼散粒肿	癌	0
退变的纤维软骨	软骨疾患	1
非甲状腺病态吧综合征	甲状腺功能正常的病态综合征	1
"""原发性肝癌,慢性乙型病毒性肝炎,肝炎后肝硬变,门脉癌栓"""	慢性乙型病毒性肝炎	1
右肺转移伽马刀治疗后	恶性肿瘤放疗	1
子宫腔息肉型恶性中胚叶混合瘤	中胚层混合瘤	1
咳嗽待查上气道综合症？胃食管反流？	咳嗽	1
良性前列腺增生术后	前列腺术后	1
"""右乳癌术后 右上纵隔肿物,准备穿刺,气管镜检查,预防出血"""	先天性髋关节发育不良	0
膀胱低级别非浸润性乳头状尿路上皮癌	距骨骨折	0
卵巢癌术后复发，腹腔转移	多脏器功能障碍综合征[MODS]	0
颅内多发大动脉重度狭窄双侧椎动脉基底动脉	乳腺恶性肿瘤	0
左侧眉弓软组织挫裂伤	鼻咽顶恶性肿瘤	0
右背部转移	交界型大疱性表皮松解症	0
盆腔无性细胞瘤	盆腔恶性肿瘤	1
左侧脑室脑膜瘤，WHO I级，皮细胞型。	身体未特指部位的脱位、扭伤和劳损	0
左前降支中段心肌桥伴轻度狭窄	脾良性肿瘤	0
带状疱疹？虫咬性皮炎？	昆虫咬伤	1
左肺曲霉球病	慢性萎缩性胃炎	0
"""高血压,高脂血症,骨质疏松,结肠癌"""	癌	1
双乳纤维囊性乳腺病合并导管内乳头状瘤	导管内乳头状瘤	1
右侧慢性化脓性中耳乳突炎（骨疡型）	慢性乳突炎	1
滑膜软骨瘤	原发不孕	0
静脉曲张下肢水肿	下肢水肿	1
新生儿细菌性脓毒症	新生儿未特指的细菌性脓毒症	1
基底节多发腔隙性脑梗死	基底节脑梗死	1
"""肝脏转移 化疗,白细胞低下,尿路感染,肝功能"""	股骨骨髓炎	0
局灶增生性狼疮肾炎III-G-A型	高血压	0
右卵巢浆液性囊腺癌	浆液性囊腺癌	1
左拇指掌指关节撕脱性骨折	神经纤维瘤病[VonRecklinghausen病]	0
"""腰痛,腰椎骨性关节炎,行动不便"""	腰痛	1
右眼突眼原因待查右侧颈动脉海绵窦瘘待除外	海绵窦动静脉瘘	1
膀胱平滑肌瘤	癫痫大发作状态	0
发热待查：化扁，肺炎？	肺炎	1
痛风别嘌醇过敏	高血压	0
性早熟中枢性性早熟单纯乳房发育	先天性下肢畸形	0
"""结肠癌,右肺上叶小结节"""	外阴恶性肿瘤	0
鼻咽癌放疗后未控	鼻咽恶性肿瘤	1
子宫颈中低分化鳞状细胞癌	子宫颈恶性肿瘤	1
右食指蜂蜇伤	慢性支气管炎	0
左侧眼眶外伤	单侧腹股沟疝	0
多发腔隙性梗塞双基底节双额深右顶	基底节脑梗死	1
右外耳道耵聍栓塞	外耳道耵聍栓塞	1
颅内动静脉畸形	手指开放性损伤	0
小脑胶质瘤术后；术后反应性精神障碍	脑术后	1
四肢火焰烧伤	"""系统性红斑狼疮,累及器官或系统"""	0
胃体小弯侧低分化腺癌pT4a	腺癌	1
右眼人工晶体眼；右眼角膜白斑	人工晶体植入状态	1
食管胃交界癌。。。。。。	卵巢良性肿瘤	0
腰椎骨折伴截瘫	截瘫[双下肢瘫痪]	1
左足背小趾条索状疤痕挛缩	足趾瘢痕	1
胃窦管状腺癌根治术后(pT4N	胃窦恶性肿瘤	1
脸部色素沉着	色素沉着未特指的疾患	1
甲状腺低分化鳞癌伴肺、颈淋巴结转移	颈部淋巴结继发恶性肿瘤	1
外阴上皮内瘤变	外阴上皮内瘤样变	1
右肺钙化结节	子宫内膜样腺癌	0
双眼闭角型青光急性大发作	闭角型青光眼	1
头颈部软组织劳损	累及头部伴有颈部的脱位、扭伤和劳损	1
肝肾功能不良	肾功能异常	1
脑梗死后遗症-偏瘫肢体功能康复	脑梗死后遗症	1
黄疸待查;肝损害	肝功能异常	1
"""左乳腺癌术后肝Ｍ,化疗呕吐，化疗后WBC小于2000,化疗肝损伤,失眠"""	颈椎病	0
左颈总动脉发育异常	颈内动脉畸形	1
左手拇指开放性脱位	双侧膝关节骨性关节病	0
左胫前远端恶性黑素瘤T4N0M0IIC期	恶性黑色素瘤	1
胃低分化腺癌化疗后	骨髓抑制	0
F2脐动脉舒张末期血流间歇性缺失	脐血流异常	1
左足反复破溃伤口不愈除外骨质改变	足部损伤	1
肿瘤特殊筛查CA125TPSA升高	肿瘤标记物升高	1
突眼	眼球突出	1
肝恶性肿瘤射频消融治疗	肝恶性肿瘤	1
踝关节创伤性关节病变	眼术后	0
胃功能异常AFP升高	癌	0
停经34周MR提示胎儿骶尾椎排列紊乱	孕34周	1
软组织肉瘤肠系膜脂肪肉瘤	肠系膜恶性肿瘤	1
晚孕32单活胎G-6-PD缺乏症	蚕豆病	1
右肾结石术后	肾结石	1
多关节退变手膝髋关节并周围神经病变	大肠息肉	0
宫颈中分化腺癌IIB期术后2程化疗后	子宫颈恶性肿瘤	1
格林巴利综合征可能性大脑白质病变不除外	吉兰-巴雷综合征	1
L5压缩性骨折	足部动脉闭塞	0
回盲部溃疡型中分化腺癌	回盲部恶性肿瘤	1
双膝关节滑膜软骨瘤病	截瘫[双下肢瘫痪]	0
十二指肠降段隆起性病变	腺癌	0
肺动脉收缩压中度增高心功能Ⅲ-Ⅳ级	乳腺恶性肿瘤	0
非霍奇金淋巴瘤-弥漫大B细胞淋巴瘤-IV期B	胸部开放性损伤	0
心律失常高血压肿瘤冠心病脑血管病	性质未特指的肿瘤	1
右肾癌骨继发恶性肿瘤	癌骨继发恶性肿瘤	1
个矮	身材矮小症	1
小肠恶性肿瘤(术后 透明细胞肉瘤)	恶性肿瘤放射性粒子置入治疗	0
乏力，纳差，恶心，胸闷，心梗可能	结肠恶性肿瘤	0
肾结石术后	肾结石	1
右下肺间质病变原因陈旧性病变	急性喉炎	0
意识障碍原因待查低血糖发作脑缺血发作	脑血管供血不足	1
胎儿生长发育受限刘鹤莺	妊娠状态	1
前降支次全闭塞右冠和左旋支高度狭窄	化疗后骨髓抑制	0
晚期胃癌，长期不能进食	骨质破坏	0
腹腔粘液腺癌化疗	结肠肝曲良性肿瘤	0
左眼视网膜脉络膜缺血性病变病	肩痛	0
胆囊癌并肝转移伴梗阻性黄疸	右肺下叶恶性肿瘤	0
颅内支架置入术后	股骨头缺血性坏死	0
肝曲1管状腺瘤部分腺上皮轻－中度异型增生	结肠肝曲良性肿瘤	1
白质发育不良	先天性脑发育不全	1
肝弥漫性病变原因待查免疫性肝病可能性大	髂内动脉瘤	0
骶裂半大便失控	骶椎椎板裂	1
(上腭肿物)鳞状上皮乳头状瘤伴黏膜慢性炎症改变。	埋伏牙	0
右髌骨骨折内固定术后	高血压	0
甲状腺功能亢进桥本氏甲亢可能性大	甲状腺功能亢进症	1
肾癌 尿路感染	骨质破坏	0
"""2型糖尿病,糖尿病伴神经并发症,糖尿病伴有肾的并发症,其他特指的"""	非胰岛素依赖型糖尿病伴有肾的并发症	1
顽固性座疮心脾气阴两虚	痤疮	1
腰椎压缩性骨折(骨水泥术后)	腰椎压缩性骨折	1
胃弥漫大B细胞型生发中心B细胞来源	手足口病	0
"""卵巢癌,尿频？"""	尿频	1
"""鼻咽癌放化疗 骨肝转移，恶心呕吐，,失眠，食欲差,白细胞下降,免疫力下降,胸膜占位转移"""	转移性癌	1
左膝关节软组织挫伤	膝部挫伤	1
"""右肺腺癌,纵隔淋巴结转移,左肾上腺转移"""	右肺恶性肿瘤	1
神经原性膀胱(功能不良)	未特指的自主神经系统疾患	0
双下肺炎并右侧胸腔积液	肾盂恶性肿瘤	0
中分化腺癌伴粘液腺癌	癌	0
右胫骨下段慢性骨髓炎	肺术后	0
左乳导管上皮乳头状增生伴导管扩张	屈光不正	0
癌细胞侵入胰腺组织并侵及十二指肠粘膜	十二指肠继发恶性肿瘤	1
右乳腺纤维腺瘤切除	纤维腺瘤	1
3、多发肋骨骨折伴双肺挫伤、血胸	肋骨骨折	1
继发性自身免疫性溶血状态	自身免疫性溶血性贫血	1
鞭炮炸伤1%II°右前臂	爆竹炸伤	1
右眼高眼压右眼球结膜淋巴循环障碍	癌	0
骶尾部表皮囊肿	表皮囊肿	1
阴道炎(阴道假丝酵母菌病)	癌	0
前胸瘢痕疙瘩	转移性肿瘤	0
高癌胚抗原血症	轻链肾病	0
轻度“0”形腿消化功能差多汗缺锌	成骨不全	0
关节退行性改变	未特指的面神经疾患	0
膝关节骨关节炎双膝屈曲挛缩内翻畸形	膝内翻	1
哮喘性支气管炎	支气管炎	1
残胃隆起性病变不除外复发	耳廓肿物	0
荨麻疹伴感染	胎盘梗死	0
双侧腹股沟清扫后TIP辅助化疗	化学治疗	1
十二指肠降段腺瘤	十二指肠良性肿瘤	1
"""结肠癌术后pT4N1M0,肝转移切除术后"""	鳞状细胞癌	0
骶骨骨肉瘤	骶骨恶性肿瘤	1
继发性抗磷脂抗体综合征	口腔扁平苔癣	0
眼睑组织炎	其他单个手指创伤性切断(完全)(部分)	0
左腕猫抓伤	化学治疗	0
乳腺腺泡扩张伴细胞化生	管状腺瘤	0
颈腰部软组织劳损	肩颈部劳损	1
子宫内膜增生子宫内膜单纯性增生	骨髓增生异常综合征	0
"""子宫内膜腺癌IB期G1-2术后放疗,白细胞减少,肝功异常,抑郁症,高血脂，行动不便"""	恶性肿瘤术后放疗	1
郁症.失眠.腰腿痛.甲状腺结节	下肢疼痛	1
横结肠结肠管状腺瘤低级别	管状腺瘤	1
"""乳腺癌术后,晚期绝经后"""	乳腺恶性肿瘤	1
右中下肺炎	肺炎	1
膀胱mt术后	膀胱恶性肿瘤	1
高血压病(左房大)	左房扩大	1
左前降支中段心肌桥伴轻度狭窄	冠状动脉肌桥	1
胎儿异常永存左上腔泌尿系统异常	指骨骨折	0
脑内多发缺血性脱髓改变	咽壁恶性肿瘤	0
缺钙，背部疼痛	背痛	1
阑尾粪石嵌顿阑尾穿孔	高血压性肾病	0
多浆膜积液待查	股骨头缺血性坏死	0
坐骨神经疾患	自主神经功能紊乱	0
盆腔腹膜多发低回声结节	坐骨神经损害	0
多原发结肠癌MSI	癌	1
白细胞血小板继发性减少症	继发性血小板减少	1
双眼白内障术后	白内障	1
双侧眉弓软组织挫裂伤	肘关节骨折	0
结肠绒毛-管状腺瘤伴有局部上皮内瘤变	结肠良性肿瘤	1
宫颈癌Ⅱb期化疗后	肢体无力	0
头胀头昏	头晕	1
子宫内膜癌糖尿病 高血压	高血压	1
特指胎盘疾病组织残留	未特指的胎盘疾患	1
下肢动脉阻塞	下肢动脉栓塞	1
烧伤后颈部瘢痕挛缩畸形	颈部瘢痕	1
婴幼儿肝细胞癌	卵巢恶性肿瘤	0
骨髓增殖性肿瘤（血小板增多症）	血小板增多	1
盆底功能障碍性疾病阴道前壁膨出I期	盆底功能障碍	1
阑尾扩张肠管退变坏死	阑尾未特指的疾病	1
功血子宫肌瘤	子宫平滑肌瘤	1
贫血血小板高2周	血小板增多	1
喉癌累及下咽	脑血管畸形	0
便秘;结膜炎;慢性喘息性支气管炎;胃炎;冠心病心律失常型	冠心病心律失常型	1
右肱骨外髁骨折神经损伤	肱骨外髁骨折	1
右髋臼边缘骨质破坏待查撞击综合征	小肠穿孔	0
1.冠心病，陈旧前壁心梗，PTCA+支架术后；2.高血压病2级（极高危）；3.高脂血症。	高血压	0
慢性阻塞性肺气肿	胃溃疡	0
直肠下段中分化腺癌放化疗	颈部肿胀	0
胚胎移植后宫内早孕合并宫外孕	异位妊娠	1
会厌鳞癌	肝占位性病变	0
双侧胫前及右侧胫后动脉慢性闭塞型改变	胫前动脉闭塞	1
炎症性关节炎	关节炎	1
非霍奇金弥漫性大B细胞淋巴瘤III期A	非霍奇金淋巴瘤	1
外阴病毒感染	会阴部软组织感染	1
右附件区囊性回声输卵管积液待排	输卵管积水	1
良性分叶状肿瘤	高血压	0
右侧面部麻木原因躯体化障碍不除外	急性粒细胞性白血病部分分化型伴缓解(M2型)	0
子宫平滑肌瘤，伴腺瘤样瘤性平滑肌瘤和腺肌症；增生期样子宫内膜；慢性宫颈炎。	成熟型囊性畸胎瘤	0
亚甲炎(?)	亚急性甲状腺炎[德奎尔万甲状腺炎]	1
乳腺分叶状肿瘤	叶状瘤	1
右眼高眼压右眼球结膜淋巴循环障碍	淋巴回流障碍	1
右附件囊性病变-输卵管结积液可能	降结肠良性肿瘤	0
急性T淋巴细胞白血病L3型（中危，完全缓解期）	突发性聋	0
肝胆管占位	胆管占位性病变	1
右手指冻伤伤口换药	白细胞减少	0
骨盆多发性骨质破坏待查甲旁亢骨病	甲状旁腺功能亢进	1
"""升结肠ca术后复查,肠镜检查 肠道准备"""	升结肠恶性肿瘤	1
情绪障碍脑白质脱髓鞘	转移性癌	0
肝癌冷冻术后/乙肝肝硬化	肺恶性肿瘤	0
肾功能不全;支气管炎;免疫缺陷病;冠心病	免疫缺陷	1
左上肢背部玻璃割伤	腺癌	0
右胸腹部外伤	腹部损伤	1
原发不孕卵巢储备功能减低	原发不孕	1
垂体Rathke裂隙	先天性垂体发育异常	1
先天性聋哑症	先天性聋	1
四肢骨痛	高泌乳素血症	0
食管鳞状细胞化放疗	化学治疗	0
右胫骨中下段骨质破坏骨纤维结构不良症	乳腺导管扩张症	0
双肾盂输尿管上段积液	输尿管积水	1
原发性支气管肺癌(左上肺 鳞癌可能 cT4N0M1(骨 )	左束支传导阻滞	0
寄生虫脑脊髓膜炎广州管圆线虫可能性大	肝术后	0
1.宫颈鳞癌Ⅱb期 T2bN0M0，2.双侧胸腔积液 双侧颈部淋巴结转移，3.肺内占位性病变性质待查，4.甲状腺结节，性质待定，5.心律失常 房早 短阵房速，6.恶病质，7.肺内感染，8.低钾血症，高钠血症	胸椎后凸	0
"""胃印戒细胞癌 局部进展期,肺癌术后 免疫力低 过敏性皮炎,上呼吸道感染 发热 咳嗽"""	发热	1
"""食管癌抗过敏,胃镜检查预防出血,抗过敏化疗肝损伤,化疗预处理,水肿利尿,化疗呕吐,反流性食道炎伴溃疡"""	舌扁平苔癣	0
左上颌根尖炎性病变	根尖周炎	1
"""左乳腺癌术后,骨转移,肺转移,严重骨质疏松"""	转移性癌	1
胃体印戒细胞癌	骶段脊柱裂	0
耳鸣;分泌性中耳炎;鼻中隔偏曲;慢性咽炎;鼻窦炎;头痛;脑血管供血不足;变应性支气管炎	耳鸣	1
郁症.失眠.腰腿痛.甲状腺结节	失眠	1
停经253周B超提示胎儿蝴蝶椎体	右肺恶性肿瘤	0
双下肢无力原因一氧化碳中毒性周围神经病	多发性神经病[多发性神经炎/周围神经炎]	1
面肿湿阻血瘀月经不调淋漓	月经紊乱	1
慢性肾脏病合并矿物质骨质代谢异常	肝细胞癌	0
双侧睑袋	下睑袋	1
右肾透明细胞癌T1N0M0	透明细胞癌	1
胰腺特指疾病胰体良性病变	胰腺其他特指的疾病	1
Z足癣感染药疹	失眠	0
颈腰部软组织劳损	腰部劳损	1
扩张性心脏病心功能Ⅲ-Ⅳ级	心功能IV级(NYHA分级)	1
胸部枪伤	胸部开放性损伤	1
前胸瘢痕疙瘩	瘢痕疙瘩	1
双耳异物	耳内异物	1
卵圆孔未闭或小房间缺损	先天性心脏病	0
右卵巢子宫内膜样腺癌	子宫内膜样腺癌	1
"""右肺鳞癌IV期，肝癌,失眠"""	阿尔茨海默病(老年前期型)	0
胃底低分化腺癌	肾术后	0
食管下段恶性肿瘤中医治疗	恶性肿瘤中医治疗	1
继发性自身免疫性溶血状态	骨坏死	0
宫颈癌化疗	血管肉瘤	0
食管下段恶性肿瘤中医治疗	食管下三分之一的恶性肿瘤	1
双侧颈内动脉动脉瘤	鳞状细胞癌	0
高血压良性小动脉肾硬化症	癌	0
"""胰腺癌放疗,肝转移? 血小板降低,化疗，食欲差"""	骨继发恶性肿瘤	0
"""左肺上叶腺癌术后 IIIA期,化疗放疗行动不便,白细胞低,手麻足麻"""	急性移植物抗宿主病	0
"""慢性气管炎,高血压,冠心病,重度骨关节病,失眠,行动不便,"""	高血压	0
双卵巢中分化腺癌	面神经功能障碍	0
1.肝癌综合治疗后复发； 2.慢性乙肝	癌	1
分泌期样子宫内膜伴息肉	新生儿高胆红素血症	0
返流食管炎消化性溃疡	直肠术后	0
双侧乳腺腺瘤术后	乳腺良性肿瘤	1
慢性结石性胆囊炎伴胆固醇沉积	脑出血	0
G1P1孕41+6周宫内妊娠剖宫娩ROA	胎儿畸形	0
非霍奇金淋巴瘤 滤泡性淋巴瘤 3A级 Ⅳ期 A组（累及双锁骨上窝、双腋窝、纵隔心膈角区、腹膜后、盆腔、双腹股沟）ECOG评分3分 A组FLIPI-1 5分 FLIPI-2 3分	非霍奇金淋巴瘤	1
C7髓内血管母细胞瘤术后	颈髓恶性肿瘤	1
左外耳道闭锁左耳腮裂瘘管	颈总动脉斑块	0
右胫骨骨外露骨不连	胫骨骨折不连接	1
脑梗死后出血	脑出血	1
"""胰腺癌放疗,肝转移? 血小板降低,化疗，食欲差"""	肾术后	0
左乳包块，孕8月	白内障	0
移植肾肾病	肾移植状态	1
高血压病病	冠心病心律失常型	0
突发性耳聋(特发性聋)	突发性聋	1
"""左肺不典型类癌,骨转移？"""	骨继发恶性肿瘤	1
贫血原因待查 1.营养性贫血？ 2.骨髓增生异	贫血	1
中枢神经系统EB病毒感染	EB病毒感染	1
颅内病变所致的偏身无力萎缩	偏侧肢体无力	1
右肺腺癌伽玛刀治疗后化疗后	骨盆部肿瘤	0
慢性移植物抗宿主反应病皮肤口腔肝脏	吞咽障碍	0
腹痛; 肠癌术后	腹痛	1
右肺癌放化疗后	股骨恶性肿瘤	0
左股动脉支架植入术	乳头状腺癌	0
"""尿毒症;肾性贫血;周围神经病;冠心病心律失常型;高血压;肾性贫血,高脂血症;原发性甲状腺机能减退"""	高血压	1
舌下神经瘤	乳腺恶性肿瘤	0
乳癌化疗	化学治疗	1
1妊4产2妊356周LSA剖宫产单臀	无指征剖宫产的单胎分娩	1
右肺鳞癌Ⅲ期	右肺恶性肿瘤	1
肝MT术后，淋巴结转移	肝恶性肿瘤	1
双髋关节DDH继发OA左侧重	肾移植排斥	0
糖尿病高血压并脑损害心脏损害	"""颅骨和头诊断性影像检查的异常所见,不可归类在他处者"""	0
急性肠穿孔回肠病变性质待定	肠穿孔	1
脂溢性皮炎并脱发	背部脂肪增多症	0
骨髓细胞学示急性淋巴细胞白血病完全缓解	急性发热性嗜中性皮病	0
臀部鞘膜瘤	臀部肿瘤	1
右侧海马硬化	癌	0
双眼轮匝肌痉挛	转移性鳞状细胞癌	0
十二指肠转移	转移性肿瘤	1
右乳导管内乳头状瘤切除术术后	导管内乳头状瘤	1
头颈部多处抓伤	颈部多处损伤	1
染色体克氏综合征	克兰费尔特综合征[Klinefelter综合征]	1
腹痛-胃炎；腹腔感染	胃恶性肿瘤	0
结肠癌复发	结肠恶性肿瘤	1
"""乳腺癌,左足背腱鞘囊肿?"""	癌	1
乳纤维瘤	血管粘液瘤	0
子宫内膜癌术后 肺部结节不排除转移	未特指的甲状腺疾患	0
"""弥漫大B细胞淋巴瘤,消化系统念珠菌感染,病毒感染 免疫力下降,口腔黏膜炎溃疡 真菌感染,白细胞减低,放射性皮炎"""	O	1
：小房缺；染色体病？	心悸	0
双肺支气管扩张合并感染	支气管扩张症合并感染	1
左足伤口不愈合	开放性损伤愈合不良	1
送检左舌背纤维脂肪组织增生伴表面鳞状	舌鳞状上皮增生	1
外阴BOWEN’S病宫颈CIN3级	外阴恶性肿瘤	1
"""食管鳞癌 咳嗽,肺部感染,胃炎"""	炎症后肺间质纤维化	0
关节退行性改变	骨关节病	1
坐骨神经炎	肺诊断性影像异常	0
呼吸道感染胸闷;佝偻病	肺炎	0
双肾高密度影较前增多	泌尿器官诊断性影像检查的异常所见	1
"""尿毒症;高血压;冠心病心律失常型;高脂血症;糖尿病;肾性贫血;静脉血栓形成,透析中低血压"""	维生素D缺乏	0
左眼急性视网膜坏死综合症	急性视网膜坏死综合征	1
特指胎盘疾病组织物残留	胎盘部分残留不伴出血	1
脊髓松解后大小便失禁	葡萄球菌感染	0
Z足癣感染药疹	足感染	1
"""乙状结肠癌肝转移术后复发,肝转移,高血压病"""	肝继发恶性肿瘤	1
支气管哮喘慢性阻塞性肺疾病重叠综合征	耳部损伤	0
心律不齐房颤	转移性肿瘤	0
前降支重度狭窄左旋支闭塞	子宫内膜样腺癌	0
颞颌关节强硬	肺继发恶性肿瘤	0
左手拇指开放性脱位	孕39周	0
肺大泡切除术后	纤维腺瘤	0
前列腺ca术后多发骨转移	前列腺术后	1
有右侧甲状腺乳头状癌	焦虑状态	0
臀部皮脂腺囊肿感染	感染	1
1.冠心病缺血性心肌病型心功Ⅲ-Ⅳ级	缺血性心肌病	1
"""右肺下叶低分化癌骨转移 淋巴结转移 IV期,双肺多发小结节性质待查"""	强直性脊柱炎	0
胃窦管状腺瘤伴轻-中度不典型增生Hp-	浆液性腺癌	0
右腕背玻璃割伤	腕部开放性损伤	1
肝内胆管同描述符合Caroli`s病改变	先天性肝内胆管囊状扩张症[Caroli病]	1
非霍奇金弥漫大B细胞淋巴瘤ⅡE期A组	眼术后	0
"""左面颈部及牙龈肿物，CA?,疼痛"""	直肠恶性肿瘤	0
贲门腺癌	腺癌	1
"""右肺腺癌,纵隔淋巴结转移,左肾上腺转移"""	压疮	0
右下腹一肠管壁可疑结节待查	肺诊断性影像异常	0
右卵巢中分化子宫内膜样腺癌	子宫内膜样腺癌	1
"""宫颈癌放疗后,双肺多发结节 转移？ 骨转移T6压缩骨折,癌性疼痛,反流性食道炎,功能性便秘,躁郁症,风湿性关节炎,带状疱疹后神经痛"""	便秘	1
乘坐客车时翻车导致头胸腹部被撞击致伤	瘢痕挛缩	0
"""行动不便,肝肾阴虚、腰膝酸软,咽炎,慢性失眠,便秘"""	便秘	1
肺间质纤维化(炎症后);冠心病心律失常型;高脂血症;脑血栓形成;感冒	脑血栓形成	1
双足癣菌病	软组织感染	0
右下肺腺癌化疗后	脑膜良性肿瘤	0
恶性肿瘤静脉输注化疗药物	化学治疗	1
左下肢大片皮肤水泡表皮剥脱	下肢撕脱伤	1
右膝OA右膝外踝三角zi综合征	单侧膝关节骨性关节病	1
左颊部及右舌部扁平苔藓	蛛网膜下腔出血	0
双肺间质性改变伴轻度纤维化	肺间质纤维化	1
直肠癌伴不全肠梗阻	直肠恶性肿瘤	1
双耳先天性极重度感音神经性聋	双侧感音神经性聋	1
隐性骶裂骶1隐裂	先天性腰骶椎隐裂	1
原发性支气管肺癌(左上肺 鳞癌可能 cT4N0M1(骨 )	纵隔淋巴结继发恶性肿瘤	0
手部血管瘤	化学治疗	0
母体胎膜早破新生儿	胎儿和新生儿受胎膜早破的影响	1
缺铁缺锌铅较高腹部淋巴肿大	铅中毒	1
股静脉小腿静脉疾患曲张	其他特指部位的静脉曲张	1
双侧下颌第三磨牙阻生齿	埋伏牙	1
"""小细胞肺癌晚期化疗,水肿利尿便秘食欲减退,肝功能损害肺部感染,咳嗽行动不便疼痛"""	肺恶性肿瘤	0
右肺小细胞肺癌放化疗后	色素沉着未特指的疾患	0
左肺上叶腺癌cT3N3M0 IIIB期（第八版） 化疗	腺癌	1
位置性眼震	癌	0
右足烧伤后并趾畸形	足畸形	1
胸椎腰椎病变并不全瘫	腰椎病	1
咽炎扁桃体炎鼻炎	咽炎	1
慢性粒单核细胞白血病	慢性粒单核细胞性白血病	1
右肾盂输尿管炎性病变	肝门胆管恶性肿瘤	0
乙状结肠癌术后辅助治疗，复查	肾盂动态未定或动态未知的肿瘤	0
双卵巢中低分化浆液性乳头状囊腺癌	化学治疗	0
非酒精性脂肪性肝病并肝病胆囊	胃窦恶性肿瘤	0
1型糖尿病性植物神经病变	1型糖尿病性自主神经病	1
晚孕胆瘀GDMA2	化学治疗	0
慢性中耳炎(胆脂瘤)	中耳胆脂瘤	1
分泌期样子宫内膜伴息肉	子宫息肉	1
盆腔炎慢性	陈旧性会阴裂伤	0
右侧颈内透析隧道导管脱出	硒缺乏	0
胃癌化疗后/恶心食欲不振	鼻窦炎	0
左舟骨月骨无菌性坏死	癌	0
宫颈肥厚	子宫颈肥大	1
右耳中重度听力损失左耳极重度听力损失	乳腺良性肿瘤	0
胃食管结合部癌综合治疗后吻合口复发	缺氧缺血性脑病	0
左侧肋骨骨挫伤	肺纤维化	0
甲状腺功能减低Turner综合症	亚急性创伤性硬脑膜下血肿	0
左颈伤口愈合不良	颈部开放性损伤	1
颜面出血点待查	出血斑点	1
头晕胀痛	头痛	1
慢性胃炎伴糜烂.失眠	其他的胎盘疾患	0
右手第5近节指骨骨折复查	指骨近节骨折	1
"""行动不便,慢性失眠,消化不良,呕吐,胃溃疡、反酸咽喉肿痛,感冒咽炎咳嗽咳痰,便秘,重度骨关节炎"""	多发性神经病[多发性神经炎/周围神经炎]	0
双下肢活动障碍原因待查脑血管疾病后遗症	矿物质代谢紊乱	0
右侧股骨内侧副韧带止点撕脱性骨折	股骨骨折	1
早孕子宫较大	妊娠状态	1
肝交界恶性肿瘤	气管继发恶性肿瘤	0
肾上腺神经节母细胞瘤术后复发（IV期）	肾上腺恶性肿瘤	1
腋窝疖肿	皮肤疖肿	1
移植肝内胆管增宽	经前期紧张综合征	0
耳鸣;分泌性中耳炎;鼻中隔偏曲;慢性咽炎;鼻窦炎;头痛;脑血管供血不足;变应性支气管炎	恶性肿瘤复发	0
老年性精神病认知功能障碍老年性	认知障碍	1
左胸左下肢刀伤颈部胸部双上肢枪伤	胸部开放性损伤	1
"""食管癌术后pT3N1 放化疗 白细胞低下,恶心呕吐,血小板低,放射性食管炎,疼痛"""	脱髓鞘病	0
急性脑梗死右侧颞枕叶出血性梗死	高脂血症	0
双侧额叶脑出血术后	额叶出血	1
右肺MT伴肺转移？	肺气肿	0
左上肺鳞癌伴左肺门及左纵隔淋巴结、肝转移 Ⅳ期	鳞状细胞癌	0
癌术后靶向治疗	化学治疗	0
右背部转移	癌	0
右环指玻璃划伤	咳嗽	0
右前臂烧伤2%III°	上肢三度烧伤	1
颈背部肿物	颈部肿物	1
前列腺增生伴出血	出血	1
甲亢并双侧甲状腺肿物	甲状腺肿物	1
停经24周B超提示胎儿左侧胸腔内混合回声	转移性癌	0
甲白斑角质松解症	房性期前收缩[房性早搏]	0
耳鸣;分泌性中耳炎;鼻中隔偏曲;慢性咽炎;鼻窦炎;头痛;脑血管供血不足;变应性支气管炎	慢性咽炎	1
泌尿结石，软组织伤	乳腺导管扩张症	0
"""右肾癌肺转移,右肾切除术后,腹腔腹膜转移"""	躯体症状障碍	0
原发性扩张型心肌病，全心扩大，心房纤颤、偶发室性早搏，心功能Ⅲ级	部位未特指的恶性肿瘤	0
