text1	text2	label
C12病变并髓核压迫症	脊髓压迫症	1
右上臂BOWEN病	上肢恶性肿瘤	1
右肺错构瘤可能性大	肺错构瘤	1
单绒毛膜双羊膜囊双胎妊娠;	双胎妊娠	1
老年性白内障(术前)	眼术后	1
3颈胸腰椎体退行性改	胸椎退行性病变	1
右侧腓深神经损伤	腓神经损伤	1
膝关节骨关节炎疼痛行动不便	膝关节痛	1
糖尿病酮症酸中毒	糖尿病性酮症酸中毒	1
肝硬化门脉高压.脾肿大.脾功能亢进，食道胃底静脉曲张	脾功能亢进	1
右肺中叶鳞状细胞癌	鳞状细胞癌	1
多发性淋巴结肿大（淋巴瘤可能性大）	淋巴瘤	1
右侧腹股沟斜疝成形术后	腹股沟术后	1
双侧乳腺增生左侧乳腺实性结节	乳房结节	1
急性胰腺炎性脊髓病可能性大	脊髓病	1
前列腺癌	癌	1
局部包块待查：淋巴管瘤？	淋巴管瘤	1
腺纤维瘤乳腺	乳腺良性肿瘤	1
化疗肾母细胞瘤	肾恶性肿瘤	1
左舟骨月骨无菌性坏死	月骨缺血性坏死	1
右侧上颌骨骨纤维异样增殖症	颌骨纤维异常增殖症	1
胸腺低分化鳞癌 cT2N2M1 IV期化疗	鳞状细胞癌	1
睾丸肿瘤化疗	睾丸恶性肿瘤	1
胎儿异位融合肾	肾异位	1
右眼ICE综合症右眼睫状体光凝后	虹膜角膜内皮综合征[ICE综合征]	1
肌间静脉血栓形成	静脉血栓形成	1
颞颌关节强硬	颞下颌关节强直	1
"""左足底黑色素瘤扩大切除术后,左下肢肌肉间转移，肺、肝转移？,胃溃疡"""	胃溃疡	1
左上肺鳞癌伴左肺门及左纵隔淋巴结、肝转移 Ⅳ期	纵隔淋巴结继发恶性肿瘤	1
脱髓鞘病变左侧桥脑臂	脱髓鞘性脑病	1
直肠肛门口绒毛管状腺瘤	直肠良性肿瘤	1
肝M放化疗后	肝继发恶性肿瘤	1
高血压，脑梗塞缺血，	高血压	1
右足第五跖趾关节脱位	跖趾关节脱位	1
卵巢癌化疗后骨髓抑制	癌	1
"""食管癌抗过敏,胃镜检查预防出血,抗过敏化疗肝损伤,化疗预处理,水肿利尿,化疗呕吐,反流性食道炎伴溃疡"""	呕吐	1
成熟型畸胎瘤右卵巢	卵巢良性肿瘤	1
头痛口干肝肾不足	头痛	1
胃角管状腺瘤	管状腺瘤	1
大便次数增多回盲部隆起	大便习惯改变	1
全结肠切除术大便次数增多好转	大便习惯改变	1
先天性喉软骨发育不良	先天性喉软骨软化病	1
早孕停育有跌伤史	妊娠状态	1
骶尾部脂肪瘤型脊髓栓系	多发性脂肪瘤	1
双眼玻璃体出血	玻璃体积血	1
宫颈鳞状细胞癌IIIB期放化疗后	化学治疗	1
"""关节病,动脉粥样硬化,腹泻"""	关节病	1
左腕豌豆骨撕脱性骨折	豆骨骨折	1
门静脉及下腔静脉、左心房内癌栓。	门静脉瘤栓	1
直肠中分化粘液腺癌根治术后(pT4bN1M0)IIIC期化疗	淋巴结继发恶性肿瘤	1
右侧颞枕部急性硬膜下血肿	急性非创伤性硬脑膜下血肿	1
肛旁疖肿	肛门旁皮下脓肿	1
双肾盂输尿管上段积液	输尿管积水	1
缺铁缺锌铅较高腹部淋巴肿大	锌缺乏	1
猝死型冠心病	心源性猝死	1
腹泻病，支气管肺炎（恢复期）	O	1
窦性心律不齐窦房结内游走心律伴不齐	窦房结游走性心律	1
左髌骨骨折术后	髌骨骨折	1
右股骨骨样骨瘤	股骨良性肿瘤	1
颅内多发大动脉重度狭窄双侧椎动脉基底动脉	基底动脉狭窄	1
卵巢无性细胞瘤	卵巢恶性肿瘤	1
骨关节炎；痹症；肝肾不足	骨关节病	1
食管溃疡浸润型中分化鳞状细胞癌	鳞状细胞癌	1
盆腔复发放疗后	恶性肿瘤复发	1
乳腺癌化疗左乳癌术前化疗	乳腺恶性肿瘤	1
右上肺继发性支扩复诊继发性肺纤维化	肺纤维化	1
十二指肠腺瘤	腺瘤	1
2型糖尿病伴有酮症酸中毒	2型糖尿病性酮症酸中毒	1
宫颈癌Ⅱb期化疗后	子宫颈恶性肿瘤	1
陈旧性下壁ST段抬高型心肌梗死	陈旧性下壁心肌梗死	1
躯体病样精神障碍	躯体化障碍	1
卵巢高级别浆液性癌	浆液性癌	1
子宫颈鳞癌	鳞状细胞癌	1
右腕背玻璃割伤	玻璃割伤	1
头晕心悸待查：高血压;椎-基底动脉供血不全;冠心病心律失常型;心绞痛	心绞痛	1
降结肠管状腺瘤乙状结肠绒毛状-管状腺瘤	管状腺瘤	1
多发脑腔隙灶右脉络膜裂小囊肿	脉络膜破裂	1
卵巢交界瘤术后复查	卵巢交界性肿瘤	1
肺部块影：恶性？	肺恶性肿瘤	1
左膝外伤脱位	膝关节脱位	1
阻塞性肺癌	肺恶性肿瘤	1
三踝骨折术后	骨折术后	1
截肢残端处多处三期压疮肩胛部3期压疮	截肢	1
抑郁症脑血管疾病后	脑血管病	1
右手舟骨月骨脱位伴月骨坏死	腕舟骨脱位	1
上颌前牙区埋伏多生牙	多生牙	1
右胸下部肋骨处外伤后疼痛3天待查	胸部损伤	1
急性粒单核细胞白血病	急性粒-单核细胞白血病	1
结肠绒毛状管状腺瘤低级别直径15cm	结肠良性肿瘤	1
双肺广泛斑片影伴间质改变	肺部阴影	1
淋巴瘤治疗后的随诊检查	淋巴瘤	1
子宫颈鳞癌IIB期放疗后	恶性肿瘤放疗	1
升结肠管状腺瘤	管状腺瘤	1
腹腔内肉瘤	肉瘤	1
右乳腺癌联合治疗后	乳腺恶性肿瘤	1
错构瘤	错构瘤	1
盆腔炎慢性	盆腔炎	1
"""左侧乳腺癌术后,双肺转移"""	乳腺恶性肿瘤	1
左髌骨骨折术后	骨折术后	1
右侧骶韧带妊娠	异位妊娠	1
右乳腺癌新辅助化疗	化学治疗	1
(降结肠)腺瘤性息肉	腺瘤样息肉	1
"""左乳肿物,乳腺癌"""	癌	1
腹部手术后乏力	乏力	1
左手掌面皮肤软组织大部缺失神经血管缺失	皮肤缺损	1
哮喘性支气管炎	支气管炎	1
右肺中叶腺癌治疗后的随诊检查	恶性肿瘤其他治疗后的随诊检查	1
右侧后腹膜神经母细胞瘤化疗后	化学治疗	1
输尿管结石碎石取石术后	输尿管术后	1
"""胃癌IV期,肝多发转移 腹腔淋巴结转移,胃溃疡 止血"""	转移性癌	1
肝脏挫伤术后	肝挫伤	1
右大腿滑膜肉瘤	滑膜肉瘤	1
右髋臼边缘骨质破坏待查撞击综合征	骨质破坏	1
急性肾炎综合症	急性肾炎综合征	1
"""尿毒症;肾性贫血;周围神经病;冠心病心律失常型;高血压;肾性贫血,高脂血症;原发性甲状腺机能减退"""	多发性神经病[多发性神经炎/周围神经炎]	1
右手拇指化脓性指头炎	指头炎	1
停经354周MR提示胎儿空肠下段闭锁	妊娠状态	1
全身骨关节先天发育不良	骨骼发育不良	1
雷诺病4右足背动脉闭塞	雷诺综合征	1
"""支气管炎,盆腔炎\"""	支气管炎	1
双侧急性硬膜下血肿	硬膜下血肿	1
肝左内叶胆囊窝旁低密度影考虑小囊肿	肝囊肿	1
G2P1孕36周已产LOA	正常分娩	1
神经精神发育延迟	发育迟滞	1
脾区管状腺瘤低级别	管状腺瘤	1
颅咽管瘤切除术后	颅咽管瘤	1
上呼吸道的疾病该钙缺乏	钙代谢紊乱	1
慢性浅表性胃炎并胃体糜烂	糜烂性胃炎	1
喉癌累及下咽	咽恶性肿瘤	1
躯体化障碍外伤后神经症反应	躯体化障碍	1
右腕舟骨陈旧性骨不连	舟骨骨折不连接	1
肺大泡切除术后	肺术后	1
右腕豌豆骨撕脱性骨折并半脱位可疑	腕关节半脱位	1
双肺磨玻璃灶纤维硬结灶	肺诊断性影像异常	1
痹证;骨关节病(两种膏药错开使用)；肝热便秘	便秘	1
脂肪性肝病	脂肪肝	1
多发性骨髓瘤(IGG KAPPA型)ISS分期I期 D-S分期IIIA期	多发性骨髓瘤(IgGк型)	1
结肠憩室穿孔	结肠憩室	1
颈脊椎病	颈椎病	1
慢性覅而原先心脏病肺心功能失代偿期	未特指的心脏病	1
膀胱过度活动综合征	膀胱过度活动症	1
右上肢肢体震颤原因待查特发性震颤可能性大	特发性震颤	1
尿路结石术后	未特指的泌尿系结石	1
鼻咽非角化癌	癌	1
双下肢无力待查格林-巴利综合症fi0	肢体无力	1
耳后粉瘤感染	感染	1
下肢胫前皮肤色素沉着	色素沉着未特指的疾患	1
糖尿病痛性神经病变	糖尿病	1
冠状动脉粥样症前降支心肌桥	冠状动脉粥样硬化	1
皮肤和皮下组织特指疾患左下肢皮瓣臃肿	皮瓣移植状态	1
右乳浸润导管癌保乳术后	浸润性导管癌	1
双侧肾癌	癌	1
卵圆孔未闭发泡实验阳性	卵圆孔未闭	1
左侧枕部硬膜下积血积气	颅内积气[气颅症]	1
头昏胀高TC	头晕	1
急性B淋巴细胞型白血病(PH+)	B细胞急性淋巴细胞白血病	1
电弧烧伤双手	电流引起烧伤	1
酒精性精神病	酒精所致的精神病性障碍	1
右膝OA右膝外踝三角zi综合征	踝关节撞击综合征	1
冠心病高血压贫血高脂血症胃炎脑梗塞便秘脂肪肝心律失常上呼吸道感染	胃炎	1
双乳多发纤维腺瘤可能	乳腺良性肿瘤	1
颜面出血点待查	出血斑点	1
十二指肠降段腺瘤	十二指肠良性肿瘤	1
双眼闭角型青光急性大发作	闭角型青光眼	1
皮质下脑病	未特指的脑病	1
双膝髌骨局灶性骨梗死骨代谢异常	骨坏死	1
急性重型内开放性颅脑损伤	开放性颅脑损伤重型	1
卵圆孔未闭或小房间缺损	卵圆孔未闭	1
左侧肾动脉支架植入术后状态	血管支架植入术后状态	1
甲状旁腺机能亢进(甲状旁腺腺瘤)	甲状旁腺良性肿瘤	1
特指泌尿系疾病阴茎扭转	泌尿系统其他特指的疾患	1
左肾高密度影结合临床除外高密度囊肿	泌尿器官诊断性影像检查的异常所见	1
鼻咽低分化鳞癌放射治疗	鳞状细胞癌	1
左乳腺肿物伴感染	乳房肿物	1
"""尿毒症;高血压;冠心病心律失常型;高脂血症;糖尿病;肾性贫血;静脉血栓形成,透析中低血压"""	静脉血栓形成	1
腰间盘突出伴椎管狭窄	腰椎管狭窄	1
口服结核药物呕吐、食欲差	食欲不振	1
慢性炎症性脱髓鞘性多发性神经病	慢性炎性脱鞘性多发性神经根神经病[慢性吉兰-巴雷巴利综合征]	1
心律失常高血压肿瘤冠心病脑血管病	冠状动脉粥样硬化性心脏病	1
左乳晕溃疡性质待查考虑Paget‘s病	乳房佩吉特病	1
双神经性聋左耳混合聋	双侧感音神经性聋	1
结肠癌复发	恶性肿瘤复发	1
"""右肺大细胞癌,骨转移,纵隔淋巴结转移,锁骨上淋巴结转移,刺激性咳嗽"""	纵隔淋巴结继发恶性肿瘤	1
右上肺鳞状细胞癌介入治疗后	鳞状细胞癌	1
"""左肺周围型小细胞肺癌广泛期放化疗 ,胃镜检查 置管,无法进食"""	小细胞癌	1
乳腺恶性肿瘤综合治疗后的随诊检查	恶性肿瘤联合治疗后的随诊检查	1
上消化道出血胃溃疡可能性大	胃溃疡	1
卵巢腺癌III期	卵巢恶性肿瘤	1
动脉导管未关闭	动脉导管未闭	1
头颈部刀砍伤	颈部开放性损伤	1
冠脉造影支架置入	冠状动脉支架植入术后状态	1
右足跟陈旧骨折伴骨质疏松	陈旧性跟骨骨折	1
慢性肾功能不全冠状动脉粥样硬化性心	冠状动脉粥样硬化性心脏病	1
右肺肺纤维化纤维灶	肺纤维化	1
食管中上段鳞癌化疗后	食管中上段恶性肿瘤	1
特指胎盘疾病胎盘低置状态羊水减少	未特指的胎盘疾患	1
右肺腺癌伽玛刀治疗后化疗后	化学治疗	1
1肺癌骨转移；2截瘫	癌	1
右髋臼边缘骨质破坏待查撞击综合征	髋关节撞击综合征	1
"""肺癌抗过敏,肝转移？"""	转移性癌	1
冠心病糖尿病关节炎	糖尿病	1
上颚癌	腭部恶性肿瘤	1
右胸腔巨大占位并胸腔积液	胸部占位	1
缺锌重轻度缺铁胃口睡眠差	铁缺乏	1
胃窦毛细血管扩张	胃肠道毛细血管扩张症	1
"""高血压病,脑血管病，过敏性鼻炎，抑郁症，便秘"""	脑血管病	1
"""右肺癌,肝脏多发弥漫性结节,双侧肾上腺占位胃溃疡胃酸多,多发骨转移 中重度疼痛,维生素缺乏 咳嗽,化疗止吐 脑转移"""	肾上腺占位	1
海马变性硬化	大脑变性	1
左束支传导组织阻滞	左束支传导阻滞	1
慢性全胃炎伴糜烂，糜烂性十二指肠炎	糜烂性胃炎	1
肩部色素斑	色素沉着未特指的疾患	1
乙状结肠癌术后，，淋巴结转移，，呕吐，化疗肠镜检查	乙状结肠恶性肿瘤	1
脑肿瘤放疗后	脑恶性肿瘤	1
口腔鳞癌	口腔恶性肿瘤	1
2troca右侧疝气双侧睾丸固定}2年前不慎跌伤	跌倒	1
左大腿肉芽肿性炎	肉芽肿	1
右膝滑膜骨软骨瘤病	膝关节滑膜良性肿瘤	1
糖皮质激素诱导性骨质疏松症	激素药物反应	1
糖尿病性末梢神经损坏脑供血障碍	脑血管供血不足	1
右侧股骨头坏死	股骨头缺血性坏死	1
"""右肺癌,肝脏多发弥漫性结节,双侧肾上腺占位胃溃疡胃酸多,多发骨转移 中重度疼痛,维生素缺乏 咳嗽,化疗止吐 脑转移"""	脑继发恶性肿瘤	1
右甲状旁腺腺瘤	腺瘤	1
泌尿系异常	泌尿系统未特指的疾患	1
"""2型糖尿病,冠状动脉粥样硬化性心脏病,2型糖尿病性周围循环并发症,糖尿病性肾病"""	非胰岛素依赖型糖尿病伴有周围循环并发症	1
低磷抗D性软骨病转归其他	低磷血症	1
肛门感觉异常阴部神经症候群	神经症性障碍	1
c病毒性疹	病毒性皮疹	1
"""左肾盂癌根治术后 IV期,膀胱转移根治术后,右输尿管皮肤造口术,盆腔局部复发,左侧髂外血管旁、左侧腹股沟区淋巴结转移,放疗,疼痛"""	盆腔恶性肿瘤	1
冠心病急性非ST段抬高型心肌梗死	急性非ST段抬高型心肌梗死	1
眼视神经瘤	神经瘤	1
腰5左侧椎管峡部不连	腰椎峡部裂	1
十二指肠转移	十二指肠继发恶性肿瘤	1
电解质紊乱-低钠钾氯血症	低钠血症	1
腰3/4椎间盘膨出；	腰椎间盘移位	1
"""左眼睑结膜恶性黑色素瘤术后,反复复发术后,"""	恶性肿瘤复发	1
原发性肝癌介入后##门静脉癌栓形成	门静脉瘤栓	1
三系下降待查血液系统疾病嗜血综合症	全血细胞减少	1
双下肢大隐静脉曲张术后复发	大隐静脉曲张	1
胸骨后不适待查，NERD待排	胃食管反流	1
糖尿病糖尿病周围神经病变糖尿病肾病IV期	糖尿病性周围神经病	1
"""左肺不典型类癌,骨转移？"""	骨继发恶性肿瘤	1
周围动脉粥样硬化症(颈动脉)	颈动脉硬化	1
老年性白内障(术前)	老年性白内障	1
坠落伤右肱骨开放性骨折伴脱位	上肢开放性骨折	1
右踝及右膝OA	单侧膝关节骨性关节病	1
先天性心脏病合并妊娠	妊娠合并先天性心脏病	1
肝病脑病I期	肝性脑病	1
系统性硬皮病并间质性肺疾病	间质性肺病	1
右侧肾盂癌根治术	肾盂恶性肿瘤	1
右顶枕动静脉畸形	脑动静脉畸形	1
"""小细胞肺癌晚期化疗,水肿利尿便秘食欲减退,肝功能损害肺部感染,咳嗽行动不便疼痛"""	肝功能异常	1
节育环膀胱异位	避孕环移位	1
冠心病;失眠;慢性喘息性支气管炎	失眠	1
1贲门病变套切治疗后	胃术后	1
供血不足及脑功能下降	脑血管供血不足	1
"""行动不便,慢性失眠,消化不良,呕吐,胃溃疡、反酸咽喉肿痛,感冒咽炎咳嗽咳痰,便秘,重度骨关节炎"""	重度骨关节病	1
右手不自主运动周围神经病后	多发性神经病[多发性神经炎/周围神经炎]	1
高血压、LAD-AO瘘	高血压	1
左肾切开取石术后	肾术后	1
颅内动静脉畸形	头面血管畸形	1
前列腺癌？骨转移？	前列腺恶性肿瘤	1
左乳肿块性质待查:癌	癌	1
大、小网膜及胃壁多发淋巴结转移	多部位淋巴结继发恶性肿瘤	1
软组织肉瘤肠系膜脂肪肉瘤	脂肪肉瘤	1
多发颌面骨骨折	面骨多发性骨折	1
吞咽发呛咽梗	吞咽困难	1
右乳腺增生病伴囊肿形成并见异物肉芽肿	异物肉芽肿	1
中毒性产后心肌炎	中毒性心肌炎	1
右乳腺癌维持性化学治疗	恶性肿瘤维持性化学治疗	1
先天性喉软骨发育不良(轻度)	先天性喉发育不全	1
T6T12椎体陈旧性压缩改变	陈旧性胸椎骨折	1
胸闷待查冠心病心绞痛？高血压糖尿病	糖尿病	1
盆腔腹膜多发低回声结节	腹膜占位	1
"""食管癌抗过敏,胃镜检查预防出血,抗过敏化疗肝损伤,化疗预处理,水肿利尿,化疗呕吐,反流性食道炎伴溃疡"""	水肿	1
卵巢癌IV期第二次化疗后	癌	1
动脉粥样硬化斑块伴有狭窄	动脉粥样硬化	1
右前臂带状孢疹	带状疱疹	1
胃体低分化腺癌IV期 肠型 HER2(-) 化疗	胃体恶性肿瘤	1
甲状腺功能减低Turner综合症	甲状腺功能减退	1
左回旋支粥样硬化伴轻度狭窄	冠状动脉狭窄	1
甲状腺机能亢进-甲状腺机能减退综合征	甲状腺功能减退	1
贫血伴血小板减少原因待查	血小板减少	1
弥漫小肠及小肠系膜受累Ⅳ期2周期化疗后	肠系膜继发恶性肿瘤	1
支气管哮喘并肺部感染	支气管哮喘	1
(FLJC)甲状腺ca术后	癌	1
血尿蛋白尿查因IGA肾病	IgA肾病	1
腰45骶1椎间盘膨出椎体高信号	其他特指的椎间盘移位	1
宫颈鳞癌ⅢB期放化疗后	恶性肿瘤放疗	1
非霍奇金淋巴瘤滤泡向弥漫大B细胞转化	非霍奇金淋巴瘤	1
中分化宫内膜样腺癌	子宫内膜恶性肿瘤	1
口周麻木	口周皮肤麻木	1
右卵巢浆液性囊腺癌	卵巢恶性肿瘤	1
新生儿反应弱肌张力弱原因待查	新生儿未特指的肌张力疾患	1
右肾透明细胞癌T1N0M0	肾恶性肿瘤	1
"""行动不便,SLE，,上呼吸道感染、发热、咳嗽咳痰,咽痛,慢性便秘,高脂血症,高血压,预防血栓,肝肾阴虚、腰膝酸软"""	咽痛	1
"""左面颈部及牙龈肿物，CA?,疼痛"""	疼痛	1
颅内多发缺血及腔隙性梗死	腔隙性脑梗死	1
直肠绒毛管状腺瘤伴表面局灶腺体高级别?	直肠良性肿瘤	1
宫内膜单纯性增生伴局部腺上皮非典型性	宫颈上皮不典型增生	1
右顶颅骨膜血窦	颅骨膜窦	1
手术后状态(宫内节育器置入)	其他特指的手术后状态	1
咽痒咳嗽1周	咳嗽	1
左肾静脉压迫综合征	左肾静脉压迫综合征[胡桃夹现象]	1
"""左肾盂癌根治术后 IV期,膀胱转移根治术后,右输尿管皮肤造口术,盆腔局部复发,左侧髂外血管旁、左侧腹股沟区淋巴结转移,放疗,疼痛"""	输尿管造口状态	1
右手中环指软组织缺损伴骨外露坏死	手坏死	1
右上肢躯干开水烫伤	沸水烫伤	1
左肘关节肱骨外侧髁陈旧撕脱性骨折	肱骨外髁骨折	1
急性中耳炎;鼻中隔偏曲;慢性鼻咽炎;鼻炎;外耳道疖;变应性支气管炎	鼻中隔偏曲	1
免疫力低、前列腺肥大、皮炎	皮炎	1
原发性肝癌介入后##门静脉癌栓形成	癌	1
双眼糖尿病性病变	未特指的糖尿病伴有眼的并发症	1
左腰不适；左肾结石；胆囊炎	肾结石	1
原发中枢系统淋巴瘤	淋巴瘤	1
颈管炎宫内膜炎	子宫内膜炎	1
糖尿病高血压高血脂症	高血压	1
肠癌 高血压 糖尿病（去外地带药）	高血压	1
"""乳腺癌术后,晚期绝经后"""	乳腺恶性肿瘤	1
糖尿病并血管病変	糖尿病	1
双下肢动脉硬化	肢体动脉硬化	1
"""上呼吸道感染、发热、咳嗽咳痰,咽痛、牙痛,行动不便,过敏性鼻炎"""	上呼吸道感染	1
宫颈非角化型鳞状细胞癌	鳞状细胞癌	1
L5压缩性骨折	腰椎压缩性骨折	1
宫颈中分化鳞癌免疫治疗	鳞状细胞癌	1
舌疾患沟纹舌	舌未特指的疾病	1
; 直肠癌术后; 内痔	癌	1
左膝关节骨关节炎	单侧膝关节骨性关节病	1
左颈总动脉发育异常	颈内动脉畸形	1
情绪障碍脑白质脱髓鞘	心境[情感]障碍	1
胸12椎体陈旧性病变	脊椎病	1
椎体压缩骨折术后	脊柱骨折	1
左锁骨骨折术后	骨折术后	1
被打伤左耳半小时	耳部损伤	1
会厌鳞癌	鳞状细胞癌	1
左上肺周围型低分化腺癌纵隔淋巴结转移 上呼吸道感染	上呼吸道感染	1
白内障人工晶体植入术后	白内障	1
结肠腺癌并癌性腹水	癌	1
双肺上叶陈旧性病变双肺下叶间质性病变	肺病	1
急性淋巴细胞白血病维持化疗	急性淋巴细胞白血病	1
Lutembacher综合征	卢滕巴赫综合征[Lutembacher综合征]	1
冠心病高血压贫血高脂血症胃炎脑梗塞便秘脂肪肝心律失常上呼吸道感染	上呼吸道感染	1
胸壁未分化高级别多形性肉瘤	肉瘤	1
心衰红皮病嗜酸性粒细胞增多症	心力衰竭	1
双下肢动脉粥样硬化闭塞症	下肢动脉粥样硬化闭塞症	1
Ebstein畸形术后	埃布斯坦畸形[Ebstein畸形]	1
左乳肿块癌	乳房肿物	1
黑色素肿瘤	黑色素瘤	1
继发性凝血机能异常维生素K依赖型	维生素K缺乏	1
卵巢高级别浆液性乳头状癌IIIc期术后	卵巢恶性肿瘤	1
直肠低分化腺癌	直肠恶性肿瘤	1
右乳非特殊类型浸润性癌 T2N1M0 IIB期	乳腺恶性肿瘤	1
脑静脉血栓形成	静脉血栓形成	1
胆管上皮乳头状增生伴局部上皮不典型增	胆道不典型增生	1
左乳癌术后锁骨上淋巴结复发	乳腺术后	1
风心瓣膜病，AI（中-重）MS轻-中TIA过后，	短暂性脑缺血发作	1
"""乳癌术后骨转移 严重骨质疏松 ,肝损伤癌性疼痛"""	癌	1
鼻窦疾病待查	鼻和鼻窦其他特指的疾患	1
三系下降待查血液系统疾病嗜血综合症	噬血细胞综合征	1
左侧颈动脉岩段动脉夹层伴重度狭窄	颈动脉狭窄	1
白内障人工晶体植入术后	人工晶体植入状态	1
MODS呼吸循环肾肝脑凝血免疫	多脏器功能障碍综合征[MODS]	1
G2P1孕40+2周ROA平产、地中海贫血、中度贫血	中度贫血	1
非霍奇金淋巴瘤 滤泡性淋巴瘤 3A级 Ⅳ期 A组（累及双锁骨上窝、双腋窝、纵隔心膈角区、腹膜后、盆腔、双腹股沟）ECOG评分3分 A组FLIPI-1 5分 FLIPI-2 3分	腹股沟继发恶性肿瘤	1
右额颞叶间变型少突胶质细胞瘤综合治疗后	额颞叶恶性肿瘤	1
宫颈中分化内膜样腺癌Ib1期	子宫内膜样腺癌	1
小肠炎症性肠病	炎症性肠病	1
肌酶升高待查：系统性红斑狼疮？肌炎？	肌炎	1
肺侵袭性腺癌	腺癌	1
右卵巢未成熟畸胎瘤III期	未成熟型畸胎瘤	1
"""肝占位,肝癌"""	癌	1
全脑放疗后	放射治疗	1
胃底隆起病变CG糜烂	慢性胃炎	1
"""升结肠癌,腹腔转移术后"""	腹腔继发恶性肿瘤	1
左拇外伤术后	手部损伤	1
子宫中分化子宫内膜样腺癌IIIA期术后一程化疗后	子宫恶性肿瘤	1
右肾错构瘤伴出血	肾出血	1
右肾透明细胞癌T1N0M0	透明细胞癌	1
左上肺占位:癌	肺占位性病变	1
停经245周B超提示胎儿上腔静脉走形迂曲	妊娠状态	1
左足拇趾趾间关节撕脱性骨折	足部关节骨折	1
慢性全胃炎伴糜烂，糜烂性十二指肠炎	十二指肠炎	1
心衰红皮病嗜酸性粒细胞增多症	红皮病	1
右腿截肢右腿功能障碍	截肢	1
腿肿	下肢肿胀	1
头部、左膝外伤	"头部损伤"""	1
停经24周B超提示胎儿左侧胸腔内混合回声	孕24周	1
乙状结肠降结肠交界处管状腺瘤	管状腺瘤	1
双眼屈光不正；黄斑病变；双眼糖尿病眼底病变	糖尿病性视网膜病变	1
盆底功能障碍性疾病阴道穹隆膨出Ⅳ度	盆底功能障碍	1
单骨性骨纤维异样增殖症左股骨	股骨纤维结构不良	1
胃窦溃疡型中低分化腺癌根治术后 pT4N1M0 IIIb期化疗	胃术后	1
鼻咽占位待查	面部占位	1
胃底隆起病变CG糜烂	胃和十二指肠未特指的疾病	1
类风湿性关节炎疼痛	关节痛	1
静脉发育不良下肢	周围动静脉畸形	1
耳廓肿物（纤维瘤）	耳廓肿物	1
乙状结肠隆起型粘液腺癌（pT4aN0M1a IVA期）	粘液腺癌	1
非胰岛素依赖型糖尿病伴有酮症酸中毒	2型糖尿病性酮症酸中毒	1
药疹大疱性表皮坏死松解症	莱尔综合征[lyell综合征]	1
停经312周10单活胎胎儿脊髓低位	妊娠状态	1
2型糖尿病##糖尿病肾病	2型糖尿病	1
突发性耳聋(特发性聋)	突发性聋	1
"""左肾盂癌根治术后 IV期,膀胱转移根治术后,右输尿管皮肤造口术,盆腔局部复发,左侧髂外血管旁、左侧腹股沟区淋巴结转移,放疗,疼痛"""	腹股沟淋巴结继发恶性肿瘤	1
右肺穿刺活检腺癌	右肺恶性肿瘤	1
"""骨质疏松伴病理性骨折,过敏性鼻炎伴哮喘"""	骨质疏松伴病理性骨折	1
待查类风湿强脊炎	强直性脊柱炎	1
L1椎体陈旧性压缩性骨折	陈旧性腰椎骨折	1
左侧腘窝皮下肿块	下肢肿物	1
"""胃印戒细胞癌 局部进展期,肺癌术后 免疫力低 过敏性皮炎,上呼吸道感染 发热 咳嗽"""	上呼吸道感染	1
"""左乳癌术后,右下肺占位"""	癌	1
双侧颈内动脉内膜病变伴斑块形成	颈内动脉斑块	1
中枢性损害提示脑干水平改变	脑干损伤	1
牙挫伤	牙及相关组织损伤	1
非霍奇金B细胞淋巴瘤	非霍奇金淋巴瘤(B细胞型)	1
咳嗽变异性哮喘？支气管炎，百日咳综合症？	咳嗽变异型哮喘	1
(FLJC)甲状腺ca术后	甲状腺恶性肿瘤	1
胸腺鳞状细胞癌术后	胸腺恶性肿瘤	1
左桡骨、腕骨骨折	腕骨骨折	1
子宫肌层恶性肿瘤平滑肌肉瘤	平滑肌肉瘤	1
"""左下肢DVT,高血压，高血脂"""	高血压	1
糖尿病合并症高血压病上感重度骨关节病	上呼吸道感染	1
慢性纤维化空洞型肺结核伴支气管扩张	空洞型肺结核	1
脾形态符合淤血性脾肿大	脾大	1
结肠癌癌痛	癌性疼痛	1
支气管肺炎(恢复期)，感染性腹泻腹泻病	感染性腹泻	1
右腕部尺神经瘤	神经瘤	1
乙状结肠粘液腺癌伴梗阻、肝转移 pT4N0M1 IVa期	结肠梗阻	1
右足舟骨及骰骨撕脱性骨折	足舟骨骨折	1
左眼视网膜剥离术后	眼术后	1
贲门癌术后 进食不畅	贲门恶性肿瘤	1
小脑萎缩性共济失调	共济失调	1
双下肢胫前动脉闭塞双下肢胫后动脉闭塞	胫后动脉闭塞	1
宫颈CIN2绝经后期	宫颈上皮瘤样病变[CIN]II级	1
耳特指疾患双耳听力障碍	听功能障碍	1
乙状结肠管状腺瘤伴低度上皮内瘤变	管状腺瘤	1
高血压。冠心病。咳嗽。咽痛。腰腿痛。失眠。头晕	冠状动脉粥样硬化性心脏病	1
原发性肝癌（右）肝动脉插管化疗栓塞术后	肝恶性肿瘤	1
妊娠期B族链球菌感染	妊娠状态	1
左眼睑挫裂伤	眼睑裂伤	1
乙状结肠中分化腺癌伴肝转移术后（T3N1M1 D	乙状结肠恶性肿瘤	1
左手中指指背皮肤挫裂及缺损	皮肤缺损	1
